id_perusahaan,kabupaten_kode,provinsi_kode
1,1106,11
2,1117,11
3,1117,11
4,1107,11
5,1173,11
6,1172,11
7,1171,11
8,1116,11
9,1108,11
10,1118,11
11,1171,11
12,1115,11
13,1172,11
14,1117,11
15,1111,11
16,1108,11
17,1108,11
18,1108,11
19,1116,11
20,1107,11
21,1107,11
22,1117,11
23,1173,11
24,1173,11
25,1111,11
26,1172,11
27,1107,11
28,1108,11
29,1172,11
30,1110,11
31,1107,11
32,1107,11
33,1171,11
34,1173,11
35,1117,11
36,1107,11
37,1108,11
38,1108,11
39,1172,11
40,1107,11
41,1212,12
42,1274,12
44,1203,12
45,1276,12
46,1203,12
47,1212,12
48,1275,12
49,1217,12
50,1220,12
51,1277,12
52,1275,12
53,1224,12
54,1203,12
55,1209,12
57,1203,12
58,1220,12
59,1275,12
60,1215,12
61,1275,12
62,1275,12
63,1202,12
65,1203,12
66,1224,12
67,1213,12
68,1274,12
69,1220,12
70,1275,12
71,1212,12
72,1215,12
74,1203,12
75,1212,12
76,1225,12
77,1212,12
78,1275,12
79,1278,12
80,1218,12
81,1307,13
82,1306,13
83,1371,13
84,1306,13
85,1307,13
86,1371,13
87,1375,13
89,1303,13
89,1372,13
90,1374,13
91,1377,13
92,1377,13
93,1303,13
93,1372,13
94,1305,13
95,1310,13
96,1310,13
97,1302,13
98,1303,13
98,1372,13
99,1373,13
101,1377,13
102,1306,13
103,1305,13
104,1310,13
105,1303,13
105,1372,13
106,1307,13
107,1307,13
108,1306,13
109,1309,13
110,1310,13
111,1377,13
112,1303,13
112,1372,13
114,1306,13
115,1303,13
115,1372,13
116,1306,13
117,1371,13
118,1302,13
119,1312,13
120,1306,13
121,1473,14
122,1406,14
123,1471,14
124,1471,14
125,1471,14
126,1405,14
127,1408,14
128,1471,14
129,1473,14
130,1471,14
131,1401,14
132,1406,14
133,1471,14
134,1407,14
135,1471,14
136,1406,14
137,1403,14
138,1406,14
139,1471,14
140,1404,14
141,1473,14
142,1471,14
143,1471,14
144,1406,14
145,1407,14
146,1471,14
147,1406,14
148,1406,14
149,1405,14
150,1471,14
151,1406,14
152,1471,14
153,1473,14
154,1471,14
155,1471,14
156,1407,14
157,1406,14
158,1471,14
159,1471,14
160,1406,14
161,1571,15
162,1501,15
163,1571,15
164,1502,15
167,1505,15
168,1508,15
169,1571,15
170,1571,15
172,1571,15
173,1571,15
174,1502,15
175,1502,15
176,1506,15
177,1505,15
178,1503,15
179,1502,15
180,1571,15
181,1502,15
182,1502,15
183,1572,15
184,1502,15
185,1507,15
186,1507,15
187,1508,15
188,1502,15
189,1506,15
190,1502,15
191,1571,15
192,1571,15
193,1572,15
194,1571,15
195,1507,15
196,1508,15
197,1571,15
198,1502,15
199,1571,15
200,1503,15
201,1606,16
202,1606,16
203,1603,16
204,1671,16
205,1671,16
206,1671,16
207,1606,16
208,1671,16
209,1602,16
210,1671,16
211,1672,16
212,1605,16
213,1610,16
214,1671,16
215,1671,16
216,1671,16
217,1603,16
218,1607,16
219,1671,16
220,1671,16
221,1603,16
222,1671,16
223,1606,16
224,1611,16
225,1671,16
226,1671,16
227,1607,16
228,1671,16
229,1671,16
230,1671,16
231,1674,16
232,1610,16
233,1607,16
234,1671,16
235,1607,16
236,1671,16
237,1606,16
238,1671,16
239,1671,16
240,1671,16
241,1703,17
242,1771,17
243,1771,17
244,1709,17
245,1705,17
246,1703,17
247,1705,17
248,1771,17
249,1702,17
250,1704,17
251,1706,17
252,1703,17
253,1771,17
254,1709,17
255,1701,17
256,1703,17
257,1709,17
258,1706,17
259,1708,17
260,1709,17
261,1703,17
262,1709,17
263,1709,17
264,1702,17
265,1771,17
266,1704,17
267,1703,17
268,1771,17
269,1771,17
270,1709,17
271,1703,17
272,1704,17
273,1701,17
274,1703,17
275,1771,17
276,1701,17
277,1771,17
278,1701,17
279,1708,17
280,1709,17
281,1871,18
282,1806,18
283,1801,18
284,1871,18
285,1811,18
286,1811,18
287,1871,18
288,1811,18
289,1871,18
290,1806,18
291,1805,18
292,1871,18
293,1805,18
294,1871,18
295,1804,18
296,1803,18
298,1801,18
299,1806,18
300,1871,18
301,1871,18
302,1803,18
303,1807,18
304,1803,18
305,1801,18
306,1872,18
307,1804,18
308,1871,18
309,1872,18
310,1810,18
311,1808,18
312,1809,18
313,1872,18
314,1811,18
315,1805,18
316,1871,18
317,1801,18
318,1871,18
319,1809,18
320,1810,18
321,1903,19
322,1971,19
323,1903,19
324,1971,19
325,1971,19
326,1902,19
327,1903,19
328,1906,19
329,1906,19
330,1902,19
331,1971,19
332,1906,19
333,1901,19
334,1901,19
335,1903,19
336,1971,19
337,1902,19
338,1906,19
339,1971,19
340,1905,19
341,1901,19
342,1971,19
343,1971,19
344,1903,19
345,1903,19
346,1971,19
347,1903,19
348,1906,19
349,1906,19
350,1906,19
351,1901,19
352,1902,19
353,1906,19
354,1903,19
355,1906,19
356,1903,19
357,1901,19
358,1906,19
359,1901,19
360,1904,19
361,2171,21
362,2102,21
363,2102,21
364,2104,21
365,2172,21
366,2172,21
367,2171,21
368,2105,21
369,2171,21
370,2171,21
371,2171,21
372,2171,21
373,2172,21
374,2171,21
375,2172,21
376,2172,21
377,2172,21
378,2103,21
379,2172,21
380,2172,21
381,2171,21
382,2171,21
383,2172,21
384,2171,21
385,2172,21
386,2171,21
387,2172,21
388,2102,21
389,2171,21
390,2171,21
391,2171,21
392,2172,21
393,2171,21
394,2171,21
395,2103,21
396,2171,21
397,2172,21
398,2102,21
399,2171,21
400,2102,21
401,3171,31
402,3174,31
403,3174,31
404,3174,31
405,3175,31
406,3172,31
407,3171,31
408,3172,31
409,3172,31
410,3171,31
411,3175,31
412,3172,31
413,3173,31
414,3174,31
415,3171,31
416,3172,31
417,3172,31
418,3173,31
419,3173,31
420,3171,31
421,3174,31
422,3172,31
423,3172,31
424,3175,31
425,3171,31
426,3174,31
427,3172,31
428,3171,31
429,3172,31
430,3172,31
431,3172,31
432,3171,31
433,3175,31
434,3173,31
435,3171,31
436,3173,31
437,3171,31
438,3173,31
439,3171,31
440,3175,31
441,3204,32
441,3273,32
442,3215,32
443,3201,32
443,3271,32
444,3204,32
444,3273,32
445,3201,32
445,3271,32
446,3204,32
446,3273,32
447,3213,32
448,3216,32
448,3275,32
449,3201,32
449,3271,32
450,3204,32
450,3273,32
451,3277,32
452,3201,32
452,3271,32
453,3277,32
454,3215,32
455,3205,32
456,3204,32
456,3273,32
457,3216,32
457,3275,32
458,3204,32
458,3273,32
459,3214,32
460,3216,32
460,3275,32
461,3214,32
462,3210,32
463,3201,32
463,3271,32
464,3210,32
465,3203,32
466,3204,32
466,3273,32
467,3204,32
467,3273,32
468,3210,32
469,3210,32
470,3216,32
470,3275,32
471,3206,32
471,3278,32
472,3204,32
472,3273,32
473,3209,32
473,3274,32
474,3216,32
474,3275,32
475,3202,32
475,3272,32
476,3216,32
476,3275,32
477,3204,32
477,3273,32
478,3204,32
478,3273,32
479,3216,32
479,3275,32
480,3204,32
480,3273,32
481,3322,33
481,3374,33
482,3319,33
483,3319,33
484,3322,33
484,3374,33
485,3310,33
486,3308,33
486,3371,33
487,3306,33
488,3372,33
489,3308,33
489,3371,33
490,3322,33
490,3374,33
491,3319,33
492,3311,33
493,3328,33
493,3376,33
494,3320,33
495,3320,33
496,3303,33
497,3329,33
498,3318,33
499,3320,33
500,3327,33
501,3314,33
502,3322,33
502,3374,33
503,3324,33
504,3321,33
505,3319,33
506,3308,33
506,3371,33
507,3326,33
507,3375,33
508,3322,33
508,3374,33
509,3310,33
510,3306,33
511,3315,33
512,3320,33
513,3317,33
514,3319,33
515,3326,33
515,3375,33
516,3329,33
517,3302,33
518,3326,33
518,3375,33
519,3318,33
520,3328,33
520,3376,33
521,3402,34
522,3403,34
523,3404,34
524,3471,34
525,3404,34
526,3402,34
527,3404,34
528,3404,34
529,3403,34
530,3404,34
531,3404,34
532,3404,34
533,3402,34
534,3404,34
535,3401,34
536,3401,34
537,3404,34
538,3402,34
539,3402,34
540,3471,34
541,3404,34
542,3403,34
543,3404,34
544,3402,34
545,3403,34
546,3401,34
547,3404,34
548,3471,34
549,3402,34
550,3471,34
551,3404,34
552,3404,34
553,3402,34
554,3404,34
555,3402,34
556,3403,34
557,3402,34
558,3402,34
559,3402,34
560,3401,34
561,3578,35
562,3523,35
563,3524,35
564,3514,35
564,3575,35
565,3514,35
565,3575,35
566,3508,35
567,3527,35
568,3519,35
568,3577,35
569,3522,35
570,3516,35
570,3576,35
571,3528,35
572,3529,35
573,3505,35
573,3572,35
574,3515,35
575,3513,35
575,3574,35
576,3522,35
577,3516,35
577,3576,35
578,3515,35
579,3510,35
580,3578,35
581,3505,35
581,3572,35
582,3578,35
583,3525,35
584,3519,35
584,3577,35
585,3528,35
586,3528,35
587,3514,35
587,3575,35
588,3529,35
589,3527,35
590,3517,35
591,3529,35
592,3528,35
593,3516,35
593,3576,35
594,3513,35
594,3574,35
595,3528,35
596,3529,35
597,3527,35
598,3515,35
599,3511,35
600,3529,35
601,3674,36
602,3601,36
603,3603,36
603,3671,36
604,3603,36
604,3671,36
605,3603,36
605,3671,36
606,3603,36
606,3671,36
607,3604,36
607,3673,36
608,3604,36
608,3673,36
609,3603,36
609,3671,36
610,3603,36
610,3671,36
611,3603,36
611,3671,36
612,3603,36
612,3671,36
613,3604,36
613,3673,36
614,3603,36
614,3671,36
615,3603,36
615,3671,36
616,3603,36
616,3671,36
617,3674,36
618,3603,36
618,3671,36
619,3603,36
619,3671,36
620,3603,36
620,3671,36
621,3674,36
622,3674,36
623,3602,36
624,3603,36
624,3671,36
625,3603,36
625,3671,36
626,3603,36
626,3671,36
627,3603,36
627,3671,36
628,3603,36
628,3671,36
629,3603,36
629,3671,36
630,3603,36
630,3671,36
631,3674,36
632,3603,36
632,3671,36
633,3602,36
634,3603,36
634,3671,36
635,3603,36
635,3671,36
636,3603,36
636,3671,36
637,3603,36
637,3671,36
638,3603,36
638,3671,36
639,3603,36
639,3671,36
640,3603,36
640,3671,36
641,5103,51
642,5105,51
643,5106,51
644,5101,51
645,5171,51
646,5104,51
647,5102,51
648,5171,51
649,5107,51
650,5108,51
651,5101,51
652,5102,51
653,5102,51
654,5101,51
655,5108,51
656,5101,51
657,5104,51
658,5171,51
659,5103,51
660,5103,51
661,5171,51
662,5108,51
663,5104,51
664,5171,51
665,5105,51
666,5171,51
667,5171,51
668,5101,51
669,5103,51
670,5103,51
671,5171,51
672,5101,51
673,5105,51
674,5107,51
675,5105,51
676,5104,51
677,5106,51
678,5105,51
679,5171,51
680,5101,51
681,5203,52
682,5204,52
683,5205,52
684,5208,52
685,5206,52
685,5272,52
686,5201,52
687,5206,52
687,5272,52
688,5203,52
689,5208,52
690,5206,52
690,5272,52
691,5205,52
692,5205,52
693,5203,52
694,5204,52
695,5204,52
696,5201,52
697,5205,52
698,5271,52
699,5206,52
699,5272,52
700,5204,52
701,5206,52
701,5272,52
702,5205,52
703,5202,52
704,5206,52
704,5272,52
705,5208,52
706,5206,52
706,5272,52
707,5205,52
708,5271,52
709,5206,52
709,5272,52
710,5201,52
711,5208,52
712,5205,52
713,5208,52
714,5271,52
715,5206,52
715,5272,52
716,5204,52
717,5206,52
717,5272,52
718,5206,52
718,5272,52
719,5207,52
720,5205,52
721,5311,53
722,5304,53
723,5311,53
724,5315,53
725,5301,53
726,5303,53
726,5371,53
727,5310,53
728,5307,53
729,5304,53
730,5315,53
731,5319,53
732,5312,53
733,5315,53
734,5312,53
735,5310,53
736,5309,53
737,5313,53
738,5313,53
739,5303,53
739,5371,53
740,5305,53
741,5305,53
742,5305,53
743,5315,53
744,5312,53
745,5305,53
746,5303,53
746,5371,53
747,5314,53
748,5304,53
749,5315,53
750,5310,53
751,5315,53
752,5305,53
753,5321,53
754,5313,53
755,5311,53
756,5311,53
757,5312,53
758,5308,53
759,5310,53
760,5310,53
761,6110,61
762,6105,61
763,6171,61
764,6111,61
765,6110,61
766,6103,61
767,6110,61
768,6110,61
769,6106,61
770,6109,61
771,6108,61
772,6107,61
773,6101,61
774,6171,61
775,6105,61
776,6105,61
777,6105,61
778,6105,61
779,6107,61
780,6107,61
781,6106,61
782,6103,61
783,6101,61
784,6101,61
785,6103,61
786,6171,61
787,6102,61
788,6108,61
789,6102,61
790,6102,61
791,6103,61
792,6103,61
793,6105,61
794,6110,61
795,6103,61
796,6108,61
797,6103,61
798,6105,61
799,6102,61
800,6104,61
801,6208,62
802,6271,62
803,6201,62
804,6202,62
805,6211,62
806,6271,62
807,6208,62
808,6208,62
809,6202,62
810,6211,62
811,6202,62
812,6211,62
813,6271,62
814,6213,62
815,6212,62
816,6207,62
817,6271,62
818,6271,62
819,6271,62
820,6213,62
821,6205,62
822,6211,62
823,6211,62
824,6213,62
825,6208,62
826,6211,62
827,6211,62
828,6204,62
829,6201,62
830,6271,62
831,6212,62
832,6205,62
833,6202,62
834,6201,62
835,6212,62
836,6207,62
837,6271,62
838,6207,62
839,6212,62
840,6211,62
841,6311,63
842,6306,63
843,6301,63
844,3279,32
844,6303,63
845,6307,63
846,3279,32
846,6303,63
847,6301,63
848,6371,63
849,6307,63
850,6309,63
851,6371,63
852,6304,63
853,6301,63
854,6371,63
855,6309,63
856,6305,63
857,6305,63
858,6307,63
859,6308,63
860,6304,63
861,6311,63
862,6308,63
863,6301,63
864,6311,63
865,6307,63
866,6305,63
867,6301,63
868,6307,63
869,6308,63
870,3279,32
870,6303,63
871,6309,63
873,6371,63
874,6305,63
875,6372,63
876,6311,63
877,6301,63
878,6371,63
879,6371,63
880,6301,63
881,6471,64
882,6403,64
883,6471,64
884,6409,64
885,6472,64
886,6472,64
887,6471,64
888,6471,64
889,6472,64
890,6402,64
891,6472,64
892,6471,64
893,6471,64
894,6471,64
895,6405,64
896,6471,64
897,6403,64
898,6472,64
899,6409,64
900,6403,64
901,6402,64
902,6471,64
903,6401,64
904,6403,64
905,6472,64
906,6471,64
907,6471,64
908,6471,64
910,6409,64
911,6471,64
912,6471,64
913,6471,64
914,6403,64
915,6409,64
916,6402,64
917,6474,64
918,6471,64
919,6471,64
920,6404,64
921,7103,71
922,7171,71
923,7171,71
924,7106,71
925,7109,71
926,7172,71
927,7109,71
928,7172,71
929,7172,71
930,7106,71
931,7172,71
932,7174,71
934,7109,71
935,7173,71
936,7172,71
937,7172,71
938,7105,71
939,7109,71
940,7106,71
941,7172,71
942,7172,71
943,7172,71
944,7171,71
945,7105,71
946,7172,71
947,7172,71
948,7171,71
949,7172,71
950,7109,71
951,7106,71
952,7172,71
953,7172,71
954,7105,71
955,7172,71
956,7105,71
957,7174,71
959,7174,71
960,7172,71
961,7271,72
962,7207,72
963,7202,72
964,7271,72
965,7208,72
966,7210,72
967,7271,72
968,7203,72
969,7209,72
970,7203,72
971,7207,72
972,7210,72
973,7210,72
974,7203,72
975,7208,72
976,7211,72
977,7207,72
978,7210,72
979,7210,72
980,7204,72
981,7204,72
982,7203,72
983,7210,72
984,7271,72
985,7208,72
986,7271,72
987,7271,72
988,7204,72
989,7202,72
990,7203,72
991,7271,72
992,7271,72
993,7212,72
994,7212,72
995,7210,72
996,7203,72
997,7202,72
998,7202,72
999,7271,72
1000,7271,72
1001,7308,73
1002,7308,73
1003,7311,73
1004,7308,73
1005,7301,73
1006,7311,73
1007,7307,73
1008,7307,73
1009,7371,73
1010,7307,73
1011,7311,73
1012,7314,73
1013,7312,73
1016,7313,73
1019,7307,73
1020,7313,73
1021,7315,73
1025,7306,73
1029,7308,73
1030,7326,73
1031,7313,73
1032,7303,73
1033,7371,73
1034,7371,73
1035,7371,73
1036,7371,73
1037,7313,73
1038,7318,73
1039,7310,73
1040,7371,73
1041,7411,74
1042,7471,74
1043,7403,74
1044,7406,74
1045,7411,74
1046,7412,74
1047,7471,74
1048,7409,74
1049,7402,74
1050,7406,74
1051,7405,74
1052,7404,74
1053,7471,74
1054,7406,74
1055,7411,74
1056,7402,74
1057,7471,74
1058,7408,74
1059,7414,74
1060,7409,74
1061,7414,74
1062,7402,74
1063,7405,74
1064,7404,74
1065,7407,74
1066,7471,74
1067,7414,74
1068,7402,74
1069,7410,74
1070,7403,74
1071,7407,74
1072,7403,74
1073,7410,74
1074,7471,74
1075,7406,74
1076,7403,74
1077,7471,74
1078,7404,74
1079,7471,74
1080,7471,74
1081,7504,75
1082,7503,75
1083,7502,75
1083,7571,75
1084,7505,75
1085,7501,75
1086,7502,75
1086,7571,75
1087,7502,75
1087,7571,75
1088,7502,75
1088,7571,75
1089,7505,75
1090,7504,75
1091,7502,75
1091,7571,75
1092,7503,75
1093,7505,75
1094,7502,75
1094,7571,75
1095,7501,75
1096,7502,75
1096,7571,75
1097,7501,75
1098,7504,75
1099,7503,75
1100,7502,75
1100,7571,75
1101,7502,75
1101,7571,75
1102,7505,75
1103,7502,75
1103,7571,75
1104,7504,75
1105,7502,75
1105,7571,75
1106,7502,75
1106,7571,75
1107,7502,75
1107,7571,75
1108,7502,75
1108,7571,75
1109,7502,75
1109,7571,75
1110,7503,75
1111,7502,75
1111,7571,75
1112,7504,75
1113,7504,75
1114,7505,75
1115,7503,75
1116,7502,75
1116,7571,75
1117,7502,75
1117,7571,75
1118,7504,75
1119,7502,75
1119,7571,75
1120,7504,75
1121,7604,76
1122,7601,76
1123,7604,76
1124,7602,76
1125,7601,76
1126,7601,76
1127,7604,76
1129,7601,76
1130,7601,76
1131,7601,76
1132,7601,76
1133,7601,76
1134,7601,76
1135,7601,76
1136,7601,76
1137,7601,76
1138,7601,76
1139,7602,76
1140,7601,76
1141,7601,76
1142,7601,76
1143,7601,76
1144,7601,76
1145,7601,76
1146,7601,76
1147,7601,76
1148,7601,76
1149,7604,76
1150,7601,76
1151,7601,76
1152,7601,76
1153,7601,76
1155,7601,76
1156,7604,76
1157,7601,76
1158,7604,76
1159,7604,76
1160,7601,76
1161,8103,81
1162,8106,81
1163,8171,81
1164,8106,81
1165,8171,81
1166,8107,81
1167,8171,81
1168,8106,81
1169,8102,81
1170,8106,81
1171,8171,81
1172,8108,81
1173,8103,81
1174,8106,81
1175,8171,81
1176,8102,81
1178,8171,81
1179,8102,81
1180,8107,81
1181,8171,81
1182,8106,81
1183,8171,81
1184,8103,81
1185,8106,81
1186,8102,81
1187,8106,81
1188,8106,81
1189,8107,81
1190,8106,81
1191,8109,81
1192,8102,81
1193,8171,81
1194,8108,81
1196,8107,81
1197,8106,81
1198,8103,81
1199,8172,81
1200,8106,81
1201,8272,82
1202,8272,82
1203,8272,82
1204,8272,82
1205,8272,82
1206,8271,82
1207,8272,82
1208,8272,82
1209,8205,82
1210,8272,82
1211,8271,82
1212,8271,82
1213,8272,82
1214,8272,82
1215,8272,82
1216,8272,82
1217,8202,82
1218,8202,82
1219,8271,82
1220,8272,82
1221,8207,82
1222,8271,82
1223,8272,82
1224,8272,82
1225,8202,82
1226,8272,82
1227,8272,82
1228,8202,82
1229,8271,82
1230,8207,82
1231,8202,82
1232,8272,82
1233,8201,82
1234,8272,82
1235,8271,82
1236,8272,82
1237,8272,82
1238,8272,82
1239,8272,82
1240,8207,82
1241,9104,91
1242,9105,91
1243,9111,91
1244,9104,91
1245,9103,91
1246,9111,91
1247,9104,91
1248,9105,91
1249,9104,91
1250,9111,91
1251,9104,91
1252,9104,91
1253,9111,91
1254,9104,91
1255,9102,91
1256,9103,91
1257,9111,91
1258,9102,91
1259,9104,91
1260,9105,91
1261,9111,91
1262,9111,91
1263,9111,91
1264,9104,91
1265,9104,91
1266,9104,91
1267,9102,91
1268,9101,91
1269,9101,91
1270,9103,91
1271,9111,91
1272,9111,91
1273,9104,91
1274,9101,91
1275,9105,91
1276,9105,91
1277,9102,91
1278,9111,91
1279,9105,91
1280,9105,91
1281,9419,94
1282,9403,94
1282,9471,94
1283,9409,94
1284,9408,94
1285,9409,94
1286,9409,94
1287,9409,94
1288,9408,94
1289,9403,94
1289,9471,94
1290,9403,94
1290,9471,94
1291,9403,94
1291,9471,94
1292,9409,94
1293,9403,94
1293,9471,94
1294,9403,94
1294,9471,94
1295,9403,94
1295,9471,94
1296,9403,94
1296,9471,94
1297,9403,94
1297,9471,94
1298,9409,94
1299,9420,94
1300,9403,94
1300,9471,94
1301,9409,94
1302,9403,94
1302,9471,94
1303,9408,94
1304,9409,94
1305,9403,94
1305,9471,94
1306,9403,94
1306,9471,94
1307,9419,94
1308,9408,94
1309,9403,94
1309,9471,94
1310,9408,94
1311,9403,94
1311,9471,94
1312,9409,94
1313,9409,94
1314,9409,94
1315,9403,94
1315,9471,94
1316,9408,94
1317,9408,94
1318,9409,94
1319,9403,94
1319,9471,94
1320,9409,94
1321,6502,65
1322,6504,65
1323,6502,65
1324,6503,65
1325,6502,65
1326,6501,65
1327,6502,65
1328,6502,65
1329,6503,65
1330,6571,65
1331,6571,65
1332,6571,65
1333,6502,65
1334,6501,65
1335,6503,65
1336,6502,65
1337,6571,65
1338,6501,65
1339,6502,65
1340,6502,65
1341,6571,65
1342,6501,65
1343,6504,65
1344,6504,65
1345,6502,65
1346,6502,65
1347,6502,65
1348,6502,65
1349,6502,65
1350,6502,65
1351,6501,65
1352,6502,65
1353,6501,65
1354,6502,65
1355,6502,65
1356,6502,65
1357,6571,65
1358,6502,65
1359,6502,65
1360,6504,65
1361,9401,94
1362,9401,94
1363,9401,94
1364,9401,94
1365,9401,94
1366,9413,94
1367,9413,94
1368,9413,94
1369,9401,94
1370,9401,94
1371,9413,94
1372,9401,94
1373,9401,94
1374,9413,94
1375,9401,94
1376,9401,94
1377,9413,94
1378,9413,94
1379,9404,94
1380,9404,94
1381,9404,94
1382,9412,94
1383,9412,94
1384,9404,94
1385,9404,94
1386,9404,94
1387,9404,94
1388,9412,94
1389,9404,94
1390,9412,94
1391,9404,94
1392,9404,94
1393,9404,94
1394,9404,94
1395,9404,94
1396,9107,91
1396,9171,91
1397,9108,91
1398,9108,91
1399,9108,91
1400,9106,91
1401,9107,91
1401,9171,91
1402,9107,91
1402,9171,91
1403,9109,91
1404,9107,91
1404,9171,91
1405,9107,91
1405,9171,91
1406,9107,91
1406,9171,91
1407,9108,91
1408,9107,91
1408,9171,91
1409,9107,91
1409,9171,91
1410,9107,91
1410,9171,91
1411,9108,91
1412,9107,91
1412,9171,91
1413,9107,91
1413,9171,91
1414,9107,91
1414,9171,91
1415,9107,91
1415,9171,91
1416,9107,91
1416,9171,91
1417,9108,91
1418,9107,91
1418,9171,91
1419,9108,91
1420,9107,91
1420,9171,91
1421,9107,91
1421,9171,91
1422,9108,91
1423,9107,91
1423,9171,91
1424,9107,91
1424,9171,91
1425,9108,91
1426,9108,91
1427,9108,91
1428,9107,91
1428,9171,91
1429,9107,91
1429,9171,91
1430,9107,91
1430,9171,91
1431,9107,91
1431,9171,91
1432,9108,91
1433,9107,91
1433,9171,91
1434,9107,91
1434,9171,91
1435,9108,91
1436,3173,31
1437,3173,31
